item_id,user_id,rating
41335427,1,5
41335427,2,3
41335427,3,5
41335427,4,5
41335427,5,5
41335427,6,4
41335427,7,5
41335427,8,5
41335427,9,5
41335427,10,5
41335427,11,5
41335427,12,5
41335427,13,5
41335427,14,5
41335427,15,5
41335427,16,5
41335427,17,4
41335427,18,3
41335427,19,5
41335427,20,4
41335427,21,5
41335427,22,5
41335427,23,5
41335427,24,5
41335427,26,4
41335427,27,5
41335427,28,4
41335427,29,2
41335427,30,5
41335427,31,5
41335427,32,5
41335427,33,5
41335427,34,5
41335427,35,5
41335427,36,5
41335427,37,4
41335427,38,5
41335427,39,5
41335427,40,5
41335427,41,5
41335427,42,5
41335427,43,5
41335427,44,4
41335427,45,5
41335427,46,3
41335427,47,5
41335427,48,5
41335427,49,5
41335427,50,5
41335427,51,5
41335427,52,5
41335427,53,5
41335427,54,5
41335427,55,5
41335427,56,5
41335427,57,5
41335427,58,5
41335427,59,5
41335427,60,4
41335427,61,5
41335427,62,5
41335427,63,5
41335427,64,4
41335427,65,2
41335427,66,5
41335427,67,5
41335427,68,5
41335427,69,5
41335427,70,4
41335427,71,4
41335427,72,4
41335427,73,3
41335427,74,5
41335427,75,5
41335427,76,5
41335427,77,5
41335427,78,4
41335427,79,5
41335427,80,5
41335427,81,4
41335427,82,4
41335427,83,4
41335427,84,5
41335427,85,4
41335427,86,5
41335427,87,5
41335427,88,5
41335427,89,5
41335427,90,4
41335427,91,4
41335427,92,4
41335427,93,5
41335427,94,4
41335427,95,5
41335427,96,4
41335427,97,5
41335427,98,5
41335427,99,5
41335427,100,5
41335427,101,5
41335427,102,5
41335427,103,4
41335427,104,5
41335427,105,4
41335427,106,5
41335427,107,5
41335427,108,5
41335427,109,5
41335427,110,5
41335427,111,5
41335427,112,5
41335427,113,5
41335427,114,5
41335427,115,5
41335427,116,4
41335427,117,5
41335427,118,5
41335427,119,5
41335427,120,5
41335427,121,5
41335427,122,5
41335427,123,5
41335427,124,5
41335427,125,5
41335427,126,5
41335427,127,5
41335427,128,4
41335427,129,5
41335427,130,5
41335427,131,5
41335427,132,4
41335427,133,5
41335427,134,5
41335427,135,3
41335427,136,3
41335427,137,5
41335427,139,5
41335427,140,5
41335427,141,4
41335427,142,5
41335427,143,4
41335427,144,5
41335427,145,5
41335427,146,5
41335427,148,5
41335427,149,5
41335427,150,5
41335427,151,5
41335427,152,5
41335427,153,5
41335427,155,5
41335427,156,5
41335427,157,5
41335427,158,3
41335427,159,5
41335427,160,3
41335427,161,5
41335427,162,5
41335427,163,3
41335427,164,4
41335427,165,5
41335427,166,4
41335427,167,3
41335427,168,4
41335427,169,5
41335427,170,4
41335427,171,3
41335427,172,5
41335427,173,5
41335427,174,5
41335427,175,3
41335427,176,5
41335427,177,5
41335427,178,4
41335427,179,4
41335427,180,5
41335427,181,4
41335427,182,5
41335427,183,4
41335427,184,5
41335427,185,5
41335427,186,5
41335427,187,5
41335427,188,5
41335427,189,4
41335427,190,5
41335427,191,5
41335427,192,5
41335427,193,5
41335427,194,5
41335427,195,5
41335427,196,4
41335427,197,5
41335427,198,5
41335427,199,5
41335427,200,5
41335427,201,4
41335427,202,5
41335427,203,5
41335427,204,5
41335427,205,5
41335427,206,2
41335427,207,5
41335427,208,5
41335427,209,3
41335427,210,5
41335427,211,5
41335427,212,4
41335427,213,3
41335427,214,3
41335427,215,4
41335427,216,5
41335427,217,5
41335427,218,5
41335427,219,5
41335427,220,5
41335427,221,5
41335427,222,5
41335427,223,5
41335427,224,5
41335427,225,5
41335427,226,5
41335427,227,5
41335427,228,5
41335427,229,4
41335427,230,5
41335427,231,5
41335427,232,4
41335427,233,3
41335427,234,3
41335427,235,5
41335427,236,5
41335427,237,4
41335427,238,4
41335427,239,5
41335427,240,4
41335427,241,4
41335427,242,5
41335427,243,4
41335427,244,4
41335427,245,5
41335427,246,4
41335427,247,5
41335427,248,5
41335427,249,3
41335427,250,4
41335427,251,1
41335427,252,5
41335427,253,5
41335427,254,5
41335427,255,3
41335427,256,5
41335427,257,5
41335427,258,4
41335427,259,3
41335427,260,5
41335427,261,5
41335427,262,5
41335427,263,4
41335427,264,4
41335427,265,4
41335427,266,5
41335427,268,3
41335427,269,5
41335427,270,1
41335427,271,4
41335427,272,1
41335427,273,5
41335427,274,4
41335427,275,4
41335427,276,5
41335427,277,5
41335427,278,3
41335427,279,5
41335427,280,5
41335427,281,4
41335427,282,5
41335427,283,5
41335427,284,5
41335427,285,3
41335427,286,3
41335427,287,4
41335427,288,5
41335427,289,5
41335427,290,4
41335427,291,5
41335427,292,5
41335427,293,5
41335427,294,5
41335427,295,5
41335427,296,4
41335427,297,5
41335427,298,5
41335427,299,5
41335427,300,5
41335427,301,4
41335427,302,4
41335427,303,5
41335427,304,5
41335427,305,5
41335427,306,4
41335427,307,5
41335427,308,5
41335427,309,5
41335427,310,5
41335427,311,5
41335427,312,5
41335427,313,5
41335427,314,5
41335427,315,4
41335427,316,5
41335427,317,3
41335427,318,5
41335427,319,5
41335427,321,5
41335427,322,5
41335427,323,5
41335427,324,5
41335427,325,5
41335427,326,5
41335427,327,5
41335427,328,5
41335427,329,5
41335427,330,3
41335427,331,4
41335427,332,4
41335427,333,4
41335427,334,4
41335427,335,3
41335427,336,3
41335427,337,5
41335427,338,5
41335427,339,5
41335427,340,5
41335427,341,5
41335427,342,4
41335427,343,5
41335427,344,4
41335427,345,5
41335427,346,5
41335427,347,5
41335427,348,5
41335427,349,5
41335427,351,5
